Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2012";"Zeeland";"3000";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2013";"Zeeland";"3000";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2014";"Zeeland";"2850";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2015";"Zeeland";"2800";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2016";"Zeeland";"2740";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2017";"Zeeland";"2670";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2018";"Zeeland";"2600";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2019";"Zeeland";"2520";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2020";"Zeeland";"2540";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2021";"Zeeland";"2710";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2022";"Zeeland";"2500";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2023";"Zeeland";"2450";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"2510";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2010";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2011";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2012";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2013";"Zeeland";"2350";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2014";"Zeeland";"2300";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2015";"Zeeland";"2170";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2016";"Zeeland";"2090";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2017";"Zeeland";"2000";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2018";"Zeeland";"1960";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2019";"Zeeland";"1890";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2020";"Zeeland";"1890";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2021";"Zeeland";"1980";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2022";"Zeeland";"1840";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2023";"Zeeland";"1800";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"1820";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2010";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2011";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
