Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2014";"Zeeland";"1996,73229614914";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2015";"Zeeland";"2071,9404";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2016";"Zeeland";"2058,912";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2017";"Zeeland";"2044,044";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2018";"Zeeland";"2076,516";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2019";"Zeeland";"2128,4424";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2020";"Zeeland";"2076,264";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2021";"Zeeland";"2110,4244";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2022";"Zeeland";"2159,37";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2023";"Zeeland";"2107,1592";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
