Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2020";"Zeeland";"865,08124989712";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2021";"Zeeland";"876,041776534336";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2022";"Zeeland";"762,499990962709";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2023";"Zeeland";"742,48384215834";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2024";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"1.1.1 CO₂-uitstoot verbruiksbenadering";"Totaal bekende CO₂-uitstoot (aardgas, elektr., stadswarmte woningen, voertuigbrandstoffen)";"kton";"2024";"Zeeland";"6140,96378811439";"Berekening CO₂-uitstoot o.b.v. emissiefactoren";"";
"1.1 Totaal emissies";"1.1.2 CO₂-uitstoot bronbenadering";"Totale CO₂-uitstoot volgens bronbenadering";"kton";"2023";"Zeeland";"7882,95627341781";"Emissieregistratie - CO₂-uitstoot";"";
"1.1 Totaal emissies";"1.1.3 Niet-energetische CO₂-uitstoot";"Totale niet-energetische CO₂-emissies";"kton";"2023";"Zeeland";"2127,44757612962";"Emissieregistratie - CO₂-uitstoot";"";
"1.1 Totaal emissies";"1.1.4 Uitstoot overige broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton CO2-equivalent";"2023";"Zeeland";"742,48384215834";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2015";"Zeeland";"9587,93242253929";"";"";
